STATE,YEAR,HSS,CPE,IIM,HD,CM,EOH,fc_iim,fc_hss,fc_eoh,fc_cm,fc_cpe,fc_hd,HSSw,CPEw,IIMw,HDw,CMw,EOHw,overall,HSSOLD,CPEOLD,IIMOLD,HDOLD,CMOLD,EOHOLD,Nat_overall,Nat_overalllb,Nat_overallub,overall_class,Nat_HSS,Nat_HSSlb,Nat_HSSub,HSS_class,Nat_CPE,Nat_CPElb,Nat_CPEub,CPE_class,Nat_IIM,Nat_IIMlb,Nat_IIMub,IIM_class,Nat_HD,Nat_HDlb,Nat_HDub,HD_class,Nat_CM,Nat_CMlb,Nat_CMub,CM_class,Nat_EOH,Nat_EOHlb,Nat_EOHub,EOH_class
NC,2015,7.699999809,3.599999905,9.5,4.900000095,6.599999905,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7071278095,0.3156800866,0.8870213628,0.4863365889,0.6018157601,0.6188169718,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,2
ND,2015,8.199999809,5.900000095,8,5.199999809,5.900000095,5.800000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.7611505985,0.5598195195,0.5628170967,0.5170334578,0.5178557634,0.5387495756,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,3
NE,2015,8.800000191,5.599999905,8.899999619,4.800000191,7,6.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.8481192589,0.5267602801,0.760840416,0.4782353342,0.642929256,0.6383906007,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,1
NH,2015,8.5,4.599999905,8.399999619,6,6.199999809,7.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.8033415079,0.4221870601,0.6457183361,0.5999497175,0.555577755,0.6798098683,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,1
NJ,2015,7.900000095,4.199999809,8,5.400000095,5.599999905,6.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.7286314964,0.3856836259,0.5665984154,0.5374718308,0.4848992229,0.578373611,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,2
NM,2015,8.5,3.799999952,8.800000191,4,5.300000191,6.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.8104783297,0.335172534,0.7288274169,0.4035334885,0.4423648119,0.6130825281,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,2
NV,2015,8.300000191,3.700000048,8.199999809,3.599999905,4.099999905,6.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.699999809,0.7793171406,0.3278423548,0.616869688,0.3599458337,0.3018221855,0.5895429254,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,2
NY,2015,9,5.599999905,8.199999809,4.900000095,5.699999809,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.876327157,0.5336363316,0.6046355963,0.4873481989,0.4929948151,0.6928201318,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,1
OH,2015,7.300000191,5.400000095,8.300000191,4.5,5.599999905,4.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.6451331377,0.5145078301,0.6295773387,0.4507518709,0.4891135693,0.447105974,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,3
OK,2015,7.5,5.099999905,8.199999809,4.699999809,6.300000191,4.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.6814336181,0.478059262,0.6042354703,0.4699223042,0.571356535,0.3763693869,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,3
OR,2015,8.199999809,5.400000095,7.800000191,4.300000191,6.099999905,6.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.7688462734,0.5053813457,0.5177514553,0.4269786775,0.5382071733,0.6033511162,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,2
PA,2015,7.800000191,4.300000191,8.800000191,5.400000095,6.099999905,4.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.7179790735,0.3956962824,0.7456214428,0.5392538309,0.542901516,0.440869689,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,3
RI,2015,7.099999905,6.5,8,6.099999905,7.099999905,5.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.800000191,0.625985086,0.6303117275,0.5574290156,0.6137327552,0.6545529366,0.5321982503,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,3
SC,2015,7.599999905,4.199999809,9.399999619,5,6.5,5.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.6851121187,0.3780174553,0.8640742302,0.4977093339,0.5935038328,0.4816163182,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,3
SD,2015,7.800000191,4,7.699999809,4.599999905,7.400000095,5.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.7191016674,0.3664026856,0.4986544251,0.4633758068,0.7000398636,0.551279366,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,3
TN,2015,7.400000095,4,9.100000381,4.099999905,6.300000191,6.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.6597272754,0.3584699631,0.7935089469,0.4143872857,0.5651502013,0.6291638017,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,1
TX,2015,8.800000191,4.199999809,8.5,4.599999905,5.900000095,6.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.8463217616,0.3810787201,0.674002707,0.4554245174,0.5227704644,0.6555239558,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,1
UT,2015,8.100000381,5.599999905,9.699999809,4.5,5,6.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.7503813505,0.5272069573,0.9285451174,0.4514226019,0.413939625,0.5753057599,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,2
VA,2015,8.600000381,4.599999905,9.5,5.800000191,5.5,7.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.8137778044,0.4218014479,0.8905442953,0.5847915411,0.4681641161,0.7389680147,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,1
VT,2015,8.600000381,6.300000191,9,5.599999905,5.800000191,6.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7.099999905,0.8214963675,0.61135602,0.7714378238,0.5627564192,0.5087901354,0.6623689532,6.400000095,6.21999979,6.519999981,1,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,1,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,2,6.300000191,5.960000038,6.559999943,1
WA,2015,8.5,5.300000191,8.300000191,3.900000095,5.300000191,7.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.400000095,0.8120721579,0.4998435974,0.6213743687,0.3904096782,0.4437009692,0.7027056813,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,1,4.800000191,4.5,5.090000153,1,8.399999619,8.18999958,8.630000114,2,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,1
WI,2015,8.199999809,4.800000191,8.100000381,4.800000191,6.300000191,7.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7677589655,0.4453026652,0.5927792788,0.478888005,0.5684270859,0.7002455592,6.400000095,6.21999979,6.519999981,2,8,7.769999981,8.229999542,2,4.800000191,4.5,5.090000153,2,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,2,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,1
WV,2015,6.900000095,3.900000095,7.5,5.199999809,7,5.5,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6,0.6023997068,0.3463495672,0.4541695714,0.5231873393,0.6530922651,0.5051367879,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,1,5.800000191,5.5,6.130000114,1,6.300000191,5.960000038,6.559999943,3
WY,2015,7.5,3.799999952,7.5,4.400000095,5.300000191,4.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.699999809,0.682258606,0.3366906643,0.4566424489,0.4444637895,0.446369946,0.4390025139,6.400000095,6.21999979,6.519999981,3,8,7.769999981,8.229999542,3,4.800000191,4.5,5.090000153,3,8.399999619,8.18999958,8.630000114,3,4.699999809,4.510000229,4.96999979,3,5.800000191,5.5,6.130000114,3,6.300000191,5.960000038,6.559999943,3
AK,2016,8.899999619,4,7.699999809,3.900000095,3.400000095,6.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,5.699999809,0.8599876165,0.3647968769,0.497185111,0.3940670192,0.2301143259,0.5767691731,6.599999905,6.440000057,6.71999979,3,8.199999809,8.039999962,8.43999958,1,5.199999809,4.889999866,5.53000021,3,8.600000381,8.350000381,8.770000458,3,4.900000095,4.630000114,5.110000134,3,5.900000095,5.550000191,6.159999847,3,6.599999905,6.320000172,6.860000134,3
AL,2016,8.5,4.400000095,7.699999809,4.599999905,5.300000191,6.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.199999809,0.8099155426,0.4090301394,0.4938203096,0.4604488313,0.4475597143,0.6395533681,6.599999905,6.440000057,6.71999979,3,8.199999809,8.039999962,8.43999958,1,5.199999809,4.889999866,5.53000021,3,8.600000381,8.350000381,8.770000458,3,4.900000095,4.630000114,5.110000134,3,5.900000095,5.550000191,6.159999847,3,6.599999905,6.320000172,6.860000134,2
AR,2016,7.699999809,5.300000191,8.699999809,5.099999905,6.400000095,6.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.599999905,0.699829638,0.499581933,0.7238008976,0.5090509057,0.5808181763,0.5679779649,6.599999905,6.440000057,6.71999979,2,8.199999809,8.039999962,8.43999958,3,5.199999809,4.889999866,5.53000021,2,8.600000381,8.350000381,8.770000458,2,4.900000095,4.630000114,5.110000134,2,5.900000095,5.550000191,6.159999847,1,6.599999905,6.320000172,6.860000134,3
AZ,2016,8,4.800000191,8.899999619,3.599999905,4.699999809,6.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.099999905,0.7466021776,0.4446399212,0.764770925,0.3551545143,0.3823221624,0.6346253753,6.599999905,6.440000057,6.71999979,3,8.199999809,8.039999962,8.43999958,3,5.199999809,4.889999866,5.53000021,3,8.600000381,8.350000381,8.770000458,1,4.900000095,4.630000114,5.110000134,3,5.900000095,5.550000191,6.159999847,3,6.599999905,6.320000172,6.860000134,2
CA,2016,8.300000191,5.300000191,8.800000191,4.099999905,4.900000095,7.900000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7741097808,0.4974626899,0.743904531,0.4120870829,0.4033625722,0.7667273879,6.599999905,6.440000057,6.71999979,2,8.199999809,8.039999962,8.43999958,2,5.199999809,4.889999866,5.53000021,2,8.600000381,8.350000381,8.770000458,1,4.900000095,4.630000114,5.110000134,3,5.900000095,5.550000191,6.159999847,3,6.599999905,6.320000172,6.860000134,1
CO,2016,7.599999905,6.5,8.199999809,5.800000191,6.400000095,7.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.6844131947,0.6256449819,0.6122570038,0.5763197541,0.578143239,0.7129350901,6.599999905,6.440000057,6.71999979,1,8.199999809,8.039999962,8.43999958,3,5.199999809,4.889999866,5.53000021,1,8.600000381,8.350000381,8.770000458,3,4.900000095,4.630000114,5.110000134,1,5.900000095,5.550000191,6.159999847,1,6.599999905,6.320000172,6.860000134,1
CT,2016,8.300000191,6.199999809,8.800000191,5.199999809,5.900000095,7.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.7737309933,0.5945570469,0.7414796352,0.5176154971,0.5178912282,0.6793851256,6.599999905,6.440000057,6.71999979,1,8.199999809,8.039999962,8.43999958,2,5.199999809,4.889999866,5.53000021,1,8.600000381,8.350000381,8.770000458,1,4.900000095,4.630000114,5.110000134,1,5.900000095,5.550000191,6.159999847,2,6.599999905,6.320000172,6.860000134,1
DC,2016,7.800000191,7.800000191,8.399999619,6,5.5,5.699999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,7,0.716981113,0.7671749592,0.659846127,0.5974071622,0.4659405351,0.5253434777,6.599999905,6.440000057,6.71999979,1,8.199999809,8.039999962,8.43999958,3,5.199999809,4.889999866,5.53000021,1,8.600000381,8.350000381,8.770000458,2,4.900000095,4.630000114,5.110000134,1,5.900000095,5.550000191,6.159999847,3,6.599999905,6.320000172,6.860000134,3
DE,2016,8,6,7.800000191,4.800000191,6.400000095,5.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.7355498075,0.5749433041,0.5252378583,0.4823559225,0.5775926709,0.5205899477,6.599999905,6.440000057,6.71999979,2,8.199999809,8.039999962,8.43999958,3,5.199999809,4.889999866,5.53000021,1,8.600000381,8.350000381,8.770000458,3,4.900000095,4.630000114,5.110000134,2,5.900000095,5.550000191,6.159999847,1,6.599999905,6.320000172,6.860000134,3
FL,2016,8.699999809,5.300000191,8.399999619,4.5,5,7.400000095,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.5,0.8303112984,0.4967760444,0.6586976647,0.4538736045,0.4084878564,0.7207845449,6.599999905,6.440000057,6.71999979,2,8.199999809,8.039999962,8.43999958,1,5.199999809,4.889999866,5.53000021,2,8.600000381,8.350000381,8.770000458,2,4.900000095,4.630000114,5.110000134,3,5.900000095,5.550000191,6.159999847,3,6.599999905,6.320000172,6.860000134,1
GA,2016,8.399999619,4.900000095,8.300000191,4.300000191,5,7.099999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.7962503433,0.4571326971,0.6392287016,0.4348307848,0.413333714,0.6788375378,6.599999905,6.440000057,6.71999979,3,8.199999809,8.039999962,8.43999958,2,5.199999809,4.889999866,5.53000021,2,8.600000381,8.350000381,8.770000458,3,4.900000095,4.630000114,5.110000134,3,5.900000095,5.550000191,6.159999847,3,6.599999905,6.320000172,6.860000134,1
HI,2016,8,4.300000191,7.900000095,5,6,6.599999905,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.7358493805,0.3925974369,0.546574533,0.4984490573,0.5332288742,0.626485765,6.599999905,6.440000057,6.71999979,3,8.199999809,8.039999962,8.43999958,3,5.199999809,4.889999866,5.53000021,3,8.600000381,8.350000381,8.770000458,3,4.900000095,4.630000114,5.110000134,2,5.900000095,5.550000191,6.159999847,2,6.599999905,6.320000172,6.860000134,2
IA,2016,8.199999809,4.599999905,9.5,4.699999809,7.599999905,7.199999809,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.900000095,0.7705150843,0.4249642789,0.8861833811,0.4702540636,0.7191890478,0.693099916,6.599999905,6.440000057,6.71999979,1,8.199999809,8.039999962,8.43999958,2,5.199999809,4.889999866,5.53000021,3,8.600000381,8.350000381,8.770000458,1,4.900000095,4.630000114,5.110000134,2,5.900000095,5.550000191,6.159999847,1,6.599999905,6.320000172,6.860000134,1
ID,2016,8.300000191,5.099999905,8.300000191,4.900000095,4.599999905,6.300000191,0.5412714481,0.2266842574,0.08572264761,0.1483679563,0.06027572975,0,0.1898734123,0.1898734123,0.1898734123,0.1898734123,0.1518987268,0.08860759437,6.300000191,0.7790259719,0.4747471809,0.6285825968,0.4936226904,0.3641962409,0.595631063,6.599999905,6.440000057,6.71999979,3,8.199999809,8.039999962,8.43999958,2,5.199999809,4.889999866,5.53000021,2,8.600000381,8.350000381,8.770000458,3,4.900000095,4.630000114,5.110000134,2,5.900000095,5.550000191,6.159999847,3,6.599999905,6.320000172,6.860000134,3
